review,sentiment
"@itsaboutEmily great idea! but.. is Mexico... anyway, a long time ago i want to get the porky ",4
@Donnette Aww thank you so much sweetie! I will! ,4
@crankynick turned out a cat was able to get them...it was somehow pulling them through the wires of the cage. ,0
about to hit the sheets. ,4
@wifeandmomof3 really? that is so strange . well I will let you know after looking around what i hear which one is best. ,4
@bunefu Oh boy! That not good  You've had reason! Think of Sam and get back on it! LOL,0
i miss my baby already ,0
has finished all her grapes ,0
Back to work with a bump ,0
http://twitpic.com/6ec95 - I kinda interested with her lips.. ,4
"PGA Tour Player- Ricky Barnes visits Wilson Golf's HQ- such a nice, laid back guy!  http://twitpic.com/58pow",4
@Arisotezza18 thankkkk youuuu! ,4
i love tuesday!! cant stop laughing reading  @billysimpson abeng jokes and @sidneymohede the joke-r! hauhauhauhauhaua ,4
"@heynadine hey hey, i really hope you enter me!!  &lt;3's rachael",4
My day:portabello road to paddington to oxford street to carnaby street to bond street to marble arch.My legs hurt now ,0
Ugh hangover + work = ,0
"Farrah Fawcett passed away.   She was a wonderful woman, God bless her. R.I.P",0
"Super sicky!    Of all the weekends to get sick, this is the worst.",0
"@snapviashot oh gosh! School already?! Haha. It seems like you just got out! But seriously, we shall chat soon! ",4
@thisgirlelle  i have no car/insurance but i'll be in irvine by next thurs for a week. hang out sesh then? juice it up + fatburger? haha,0
tired and is forces to go out again ,0
same spot that i saw it in! scawe!! well on my way to the airport ,4
@HGoldup I will indeed be going into to work as I've left it far to late to call in. Not functioning well at all. Could be I'm broken ,0
"Today is such a nice day, i need to get outside. Tonight will be good ",4
Updating Blue today!  finally right..?,4
@Tomjnewton You have to see this! http://www.dogsizedcat.com/ I miss Vids ,0
@madeofhoney1 illl look again babies. how come ur not hungry? id be starving!  mm i wnna lay down all night like we did today,4
@TimNoonan you should buy an ex army hummer... wouldn't matter if you ran into anything ,4
" watching jon &amp; kate &quot;news&quot; on e tv while on recumbent bike-that &amp; msnbc not into j&amp;k but,xcuse me, me thinkx Jon has a tiny organ.poor j",0
40 weeks and still no baby  why o why wont my labor start im overdue how much longer do i have to wait,0
wish i had someone to cuddle wiff ,0
Still waiting for my anticipation to come back ,0
w e l c o m e @NESTAFameLab see you there ,4
trying to translate an email to Japanese for a friend... not succeeding... teskete kudasi  I give up  I learn it better in person.,0
@kathrynmercer: this is exactly what I thought earlier! I made myself boiled egg&amp;soldiers for tea and just lamented impending adulthood  x,0
why couldnt miss piggy sing her last concert?? she had a frog in her throat. hee hee ,4
@danregal  We kid because we love. ,4
@kkozmic @tehlike Because they *are* watching him ,4
Back to my book again...just taking a break. ,4
Got to marine world early and I'm already impatient in the line to park ,0
@ddlovato OMG! I SOOO LOVE YOU!  You rock!,4
"@YourEvilMind Ciao, Jio (Kat says &quot;Bonjour&quot; through text).  Which reminds me - she still hasn't given me my Sun load. It's been two hours.",4
tea time soooooooooon yippee HUNGRY!!!!!! somethin 2 do ............... EAT!!!!!!!!!!! ,4
@paultelner  i want pancakes,0
@MinishaM That's also nice  Unfortunately I didn't sleep that much! So tired right now! any plans for today?,4
GOOD BYE NEW JERSEEYY!!!  Hello beautiful fun in the sun ARUBA!!! ,4
@failedmuso after OSB i was the games buyer at the Virgin Megastore; left there in 96 for a career in TV land down London. Now at SEGA ,4
@tamikajackson I will.  I am so sorry to hear that.   Our prayers are with you and your son.,0
"great weekend. loooooots of beer though, but who said that was a bad thing? ",4
wowies its very warm ,4
@logicoflove There is nothing wrong with hallucinating!  (Ooooh I love pestering you ;) ),4
@torihf my head got so big.    I'm suprised I was able to function so well the next day!,0
@captaincarrott  you're mean to me. You're gonna have to have pizza tonight or it will go off.,0
@mommyallred ohh. I don't even go on facebook anymore. My actions were a lost cause ,0
"VHF-cert, check! ",4
@jimjonescapo follow me on dis join lol....but plz?? ,4
@DirtySoufYankee I'll more than likely be up because I have no desire to sleep right now and I just made a fresh batch of koolaid  yummy.,4
Up and out... Build a bear status  I dnt like waking up this early..smh,0
"(@Broooooke_) sorry folloers,ive had my all time low and short stack moments... now im happy and i will just shut up now  ha",4
@tommcfly progs ,4
Beautiful day at the Musuem with the 2 little boys and wonderful Husband  he's such a good role model for what a great husband should be~,4
"@noiseporn Yeah, big crew coming to support our man ",4
I'm spending way too much time on facebook and myspace again. but hey talk to me. ,4
stayed home all day  good night!,0
"@datgirl365 oh, absolutely the right tag #yakshaving ",4
"Horray!! I've been accepted into the Bazaar Bizarre Maker Faire 2009!! With 50% of accepted vendors being NEW to BazBiz, I am honored. ",4
Accidents: 440 @ Hillsboro Pk / 65S @ Trinity Ln / 65N @ Rosa Parks Blvd. May see rain today  High of 64,0
mom yelling at me ,0
I wish I could have an actual conversation in Japanese ,0
@daniellesng Thanks  How were your finals? All of them done? Or is there still much goin on in school?,4
Just woke up and i'll go for eating cheese cake with friends before study ,0
Listening to Matt Wertz and packing for Governor's School. I haven't been this mellow in a while. ,4
AT THE END OF THE DAY SHE SEEMS TO AMAZE ME.  ,4
"Worked out, went with Aaron to wash the VL, and made myself Satay for dinner. Work soon...not so amped. ",0
"@busays12 dont undrstand malaysian busays.just english,tagalog at waray only ",0
The Comcast guy is having some trouble installing th new line from the basement to the computer upstairs... ,0
my brother finally arrived.... so i get to eat ,4
hey yall its mary coley carolines cousin! if you arent followig me please do! thanks! my username is @mcmgrl please follow! ,4
watched like 3 episodes of jonas just now..it was like heaven ,4
"feels like going into town, but swine flu :| too much homework and got two full day shifts  thanks to someone... haha",0
Watching SNL from last night...justin timberlake is the man  !,4
Omggg I just wanna sleep for onceeee!!! Stillllll at workkkk ,0
@piginthepoke must've given you 3 props since midnight ! it won't let  me ,0
Thx for #FF! I really appreciate it  @emihill @toyalliance @craftsburykids,4
@meghangee ew wat? U should b sad too there's no more Leno on the Tonight show ,0
@skoroth Welcome to Twitter  . Shot u a intro DM.,4
@billbeckett lakers vs. bulls 2010. how amazing would that be!? i would love to see the Bulls become next year's runner up  hahaha,4
@miss_flora Thank you! me too ,0
Mcdonald's ice cream rocks! I could eat it forever ,4
Slept in later than usual.... But still very tired ,0
@bobbinm I'm sorry you didn't like the spot. What do you think we could do to make it better? Thanks for the input ,4
@Pro37phet thanx hun; I JUST got finished  That mufo was 250 questions!!! DAAAMMMNNN!!! :-/,0
@PsychicRadio Thabks! This made me feel very special! ,4
"@NathanaelB I replied via Twitter, but you've been busy &amp; distracted so it okay if you missed it ",4
"@AngusTheGreat Nope, not on yet in the UK ",0
why everbody says i love him ?? That gets my goat ,0
Weekend  - BTW go Melissa Lee in the MT. Albert by election!,4
Holy fuck. What is with all this rain?! I have to work tonight also. ,0
There isn't going to be anything happening for some time yet- this is just a warning for all you dying of boredom! - sorry!  ,0
OMG!!!  the sun's out today!!!  Unfortunately it will only make an appearance today.  Back to rain tomorrow and for the weekend. ,0
I love my Sissy n Leez!! Congrats on graduating!!! I love u ,4
hmmmmm... interesting.. i think i actually felt the wind change on this one. ,4
@kelly96 0 and @Princess_Han I wish you guys were watching I'm A Celebrity. ,0
trying to understand a biology prac i have to teach tomo ,0
@shardalatrise lol. awww ,4
@djay_cali Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,4
Love is all you need ,4
"is super excited, cause I got the twilight and new moon books today.. lol  dont wanna see the movie, before Ive read the books ? o_O",4
Athens' burnin'.Again. ,0
Excited to move away from shitty Hudds in 6 weeks ,4
"@EyeTVEvangelist that at least has the skip functionality, if those two apps could combine I would be happy ",4
@iamjunade SYDNEY?! WHAAT? Since when? :| You just went to ascend the last time ah ! WHOA ! ,0
Damn! I need to print off some CV's and the printer is borked ,0
War waged on all the weeds now. I won in most cases (apart from the v prickly ones!). But like Arnie - am sure they'll be back ,0
@djultraviolet79 nah ... Not feelin like socializin ,0
@lysaleelee tybb  I hate these,0
get my phoneee!! it's the samsung behold ,4
@misterbojingles I thought you'd be all over the bonus GQ factor of swanky sunglasses (which you have in abundance)! Sunburned my eyes ,0
"@DanielJUK aw thanks  hope you have a great one too. so far, looks likt it should be fantastic!",4
@depechemode Hey Dave and the others.... I will see ya on your tour in VIENNA! i will see ya! ,4
@TheRaeRae once I read 'rootbeer float' it made me crave one ,4
@nicshields i would buy sushi if i can ,0
@ablackrussian ytd must have been suuuuper tiring! ,4
I feel extremely disturbed from watching that Jonas brother single lady dance... holy shit----I'M FUCKIGN SCARRED! ,0
Dammit! TwitPic is down...And my friend @jodimba just tweeted a link to him posing with a Ferarri ,0
won free lipgloss in a sweepstakes! yes! ,4
@xo_mcflyandjb eh thanks  ahha. wheres yours missy?,4
@r9rafael Thanks! Vou provar ,4
i forgot to get my dad a fathers day present ,0
going to school.  im getting tired of this,0
@Adrojake online... Like mobile web  it's epic ,4
.. and I  also need to  fix my bass ( finally  ) with the help of my mate. but that later.,4
"Goodnight, people ",4
"Another long nap, I nearly slept all day. I have to stop all this and sleep at the right time. Sorry @techreviewer07 ",0
Got this Twitter Facebook thing figured out... now what? ,0
#iremember ehh the last month? i'm only a little over a month old :/ O.o just started making memories ,4
@duggiegirl yea me too that would be amazing ,4
Oh hey. 100th update! ,4
Me and @girisrini havin a Movie Marathon here. @girisrini leaving for home tonight  But it has been a wonderful weekend! YAY!!!,0
I'm running out of Lucozade.  someone buy me some?,0
@Kegs1528 I'm not sure...  people must realise how stupid my tweets are. you'll realise soon,0
@Le_cram ist doch nice ,4
caught in traffic jam due to an accident on highway  3 cars and lotsa people and TPs.. Gunna b late! ArghT.T,0
@lizvig nice background ,4
"@smileylaurenn awhh, hope you feel okay soon  &amp; good luck with the english exam tomorrow x",0
@StrangeBrew no they played the song. ,4
Wishing I was with my mom for mother's day ,0
Heigh ho heigh ho it's off to work we go...Yay Lizzy is gonna be my helper today... ,4
"@tejaaa Thanks for the TweetKnot link, mate. Only problem is ... I don't get it.     Features/benefits in one tweet?",0
"Hmmmm, anyone want to share a piece of applepie? ",4
@pretty_awkward yes ,4
@lapcoverz Thank you for joining amilya.com Glad to have you aboard. Tweet in anytime. Have a great weekend ,4
"@paperimagery nope, might not be able to reach you b4 that, better don't take the risk ",4
@Thetoadsage  asking for a wake up call and letting u know im home in a unique way. Click Click.,4
Last Monday of the school year. ,4
@youtube_bgd Oh goodness  I'm sorry,0
A cup of coffee and yogurt with fruit for breakfast ,4
I wish I had time to see Up this weekend. ,0
Loving the weekend we had ,4
@DumbyLove  still love you...,0
abis nonton boys before flower. oke juga! ,4
Very disappointed that the BNP got elected to the European Parliament... 2 seats? really? what is wrong with you douchebags  ,0
@EmilyAmy1 Sorry no can do Southampton  just have to check out signings comings soon,0
@saraford McGuyver theme song? A-Team theme song? They all have a solution for everything. CodePlex has a project for everything ,4
"@PedanticBohemia Me to but whatever can make me feel whole inside works and some of it does, much better than a mythical god ",4
"@Rove1974 Good show tonight, even made it to #1 on the trending topics. Which you've probably been told by heaps of other people by now. ",4
@Deathisfun umm what time is it there ,4
watching Free Radio ,4
I neeeedddd beeeerrrrr ,0
"in preparation for the new iPhone/iPod OS release, i think i lost some saved files for good. ",0
@swisskapolka Me too! What was bad about it? ,0
Back in Brussels. On &amp; off sleep on the train. We go home tonight  Enjoying ice tea though: http://yfrog.com/02pi2fj,0
"@davesenior sounds good, thanks!  ",4
Real tired after today's fiasco .... the joys of living beside idiots. ,0
@laurarose15 oh dear what have you done? ,0
Down the Shore... with my sis. The Ocean looks gorgeous. ,4
"Is it just me, or does it look like it's going to rain outside? ",4
Ohaii OCK is back up ,4
I am getting the tweets with a delay ,0
i need a pick me up! ,0
@brownsugar1908 girl nothing today has not been my best day  how u been hun??,0
got way too drunk last night and fell down  I really should stop drinking and making a fool of myself.,0
My thoughts and prayers go out to David Cook &amp; his family.  ,0
chillin with 2 of my divaz piggin out ... lords knows my slim ass needs it .... once in a while. ,4
"school until 2:35 then hanging with Enna. week before exams-- i'm really nervous. whole bunch of shit to do, not a lotta time. {boo!} ",0
@jizzle830 See that's what I was talking bout....u always mean to me ,0
"just got back , gonna order myself a chinese anyone wanna join Me? i'm home alone ",0
"@jonathanrknight Hope you've enjoyed your &quot;time off&quot;....can't wait to see you in a couple weeks!!! NY, CT &amp; MA ",4
"@chefben we just got a new BBQ stove on our terrace, CHARCOAL ",4
@ronda21080 I'll be completely broke after Monday ,0
@Votney_925 exactly ,4
"I want food. I miss eating. After close to three days without a proper meal, I am beginning to go crazy. ",0
@NICKIMINAJ HIYA NICKI MINAJ U R ONE OF MY FAV FEMALES RAPPERS BESIDES TRINA N DIAMOND BUT CAN U FOLLOW ME ,4
@theiBlog It really is ridiculously hot. I have my front and back bedroom windows open to create a breeze. Still hot ,0
yar har fiddle de de being a pirate is alright to be do what you want coz a pirate is free you are a pirate ,4
"Just went back and watched the first episode of LOST, I used to love that show - not so much these days ",0
@morgie128 not about the burning  I saw your tweet from this morning about all the great pampering,0
@Bailey30906 Hey im Emerald!!! Do u know me because ur following me  thats a good thing lol,4
@HipHopPublicist you also need to figure out who you are going to take! ,4
"Am still in bed, have never had a lie in this long. Maybe I'm a bit down because of not being able to get the pier shots for the video ",0
looking at this pile of laundry and my empty suitcase makes me think i should go to the laundromat rather than the concert ,0
"oh dear, air france plane missing - over 1 hour and 15 mins late in landing ",0
Coloring a peacock in science class ,4
@mileycyrus feel better soon... If ye want ill fly over and hug u???!!!! ,4
@m_dub22 &amp; @KPneptuness ...it takes me a really long time to get ready for non school events. ,0
@mafer_1upi'm stuck in school TILL tuesday for being bad in the beggining of the YEAR  but i'm leaving early everyday(: cnt wait 4 later,0
"@auntcorna It was what our pediatrician recommended, mailing them to a family member. We're the ones trying to ditch them, she LOVES them ",0
i need my bff's @franickforever &amp; @crazylife44 i miss them ,0
"music no one should have to listen to-Mars Volta, Radiohead &amp; Ween-yuck ",0
ouchyyy booo  headache! going to beed right now. even when its 7:42 oouuuch,0
fall out boy is going to macau but im not going to be in hong kong when theyre there  boooo.,0
imma go for a run with cuzzos! game 2 later! yeah baby! ,4
"@lenje - I normally wait for 1 hour, or 2 hours if I can stand it to let the packs go ",4
ew i hate putting the meat on the skewer things when we're having a bbq. I wonder why i'm not vegetarian yet ,0
"After watching Paper Heart, I wonder, Was I meant to love?! ",0
"Sun burns suck  Also, I may murder my ISP.....despicable blood suckers!!",0
And I thought he was my best friend.. i was so wrong ,0
"@xarizonajayx: haha silly, love you too! Goodnight! ",4
@jeffeishred  rwarr! Hahahahah. Wow. &quot;oh please. with us it's never rape&quot; D I love you ,4
@mileycyrus soooo happy for what i have just read! ,4
letting steve know that nobody cares ,4
@fresa80 I'd so be in Vegas but it's on our anniversary....  Cant get enough JK!!!,0
"@tommcfly Tom, my dream is you reply me, but I'm almost giving up... You have many followers, will be difficult reply me ",0
And Ben is lame. My poor hurt pony. ,0
"@davetran i hate them too, mid yrs were ok coz i only had the GAT, end of yr exams are going to be heaps stressful ",0
Full of bad ideas.  sigh,0
"@Christy_wise I get that way sometimes, too.  It's ok to be quiet.    I'm well &amp; in a ridiculously good mood!  You ok?",4
@lzrnub no O: omg thats actually a bit scary. but to cheer everyone up green day are playing burswood dome december 4th ,4
I have a headache. Wahhhh ,0
@Shizzy_ 2 more mins left.. ,0
@hantenhobbit Yeah I follow that and wonder what's going on ,0
Brother moved out! ,0
@Alleycat24 Goodnight ,4
@hassakarn Polishing your rocket? ,4
@lovelylildeer ooh nono it's really big! they call it a hydropool ,4
( Whats IRN BRU? It looks like orange  But I'm thinking it's tea? ),4
@HRVAtweetup I'll give it a shot. ,4
motorcycle time was cancelled due to rain ,0
"happy mother's day, going out to eat with family ",4
@Elad Interesting post - you have me curious ,4
chance! your party rocked tonight  met some amazing people from across the country on their tour! bffs fo life &lt;3,4
@juicyincouture thanks a lot for the info ,4
"getting ready, going out then heading to the o2  xx",4
@acetuk I'm just gonna post them on Flickr later - no Aperture processing - if I can resist ,4
goooooood morning woooorld!  Today is the day... Aaaaand the sun is shining. Not the worst thing for an open air concert! ,4
Urgh! 10 mins outside and hayfever is battling me yet again. BRING IT ON! *sneezes* ,4
disney movie marathon all night ,4
Is super sad that today is my last day of leave ,0
@laaannniii haha wow u gay...lol...hahahahah  n well im highkey pist @ da moment n u kno dat &gt;:O,4
@markknoller LOL!  Phew. Makes such a difference to be elegant in one's swipes. ,4
i miss my daddy !!!! i love u loads! will meet u in heaven one day hopefully ,0
@Rich_DR I wanna know too... I am so disappointment ,0
"finally finished , i can now play butterfly fly away on piano  YEY!!! not great but at least i can play and it sounds similar ",4
"Thx to everyone who came to CNI 200! It was a blast! &amp; to those that didn't....suck it.  now, dinner with Cass,Joe,Jeff at the Palm.",4
TWitter!!! Finally joined  Follow me i'll follow u :d,4
"I'm finally first for #Google searching Dewism, Dewist, and Kindly do the needful.  Yay! ",4
"I &lt;3 KRIS!!! HE GOT INTO THE FINALE  Okay,I'm losing my voice. My screams are in full swing since morning ",4
@berettablue Hey there! ,4
Ahem.  With a book on dancing.  Reading that is ,4
isnt @jasminefang glad that @danielloo and i decided she needs a twitter?lol!@danielloo time to put twittai in her HUUUUUGE phone. ,4
@TommZorn I havent even seen you lately  I'll be super sad if you leave without saying goodbye.,0
@dannywood Ran exactly that much yesterday  Enjoy your days off!,4
"@paupaula Really?! o_0 Ok, well good luck with that!  lol &lt;3",4
I don't feel good!! But I cnt go home cause I have a softball game!  ughhh,0
here at work chillin. first thing i saw in photo lab was a naked lady pictures...long night ahead ,0
"@detroitduchess arg..tried one pic, but she moved so i failed to save it...then they never showed her feet again  but they were purty!",0
@RealLamarOdom I do! Got my RSCS purple and gold shirt the other day...my 12 yr old wants one now! ,4
@jordanknight 8.30am in London baby  Crumpet and tea-time   ,4
@Songzyuuup the lines is busy ,0
@ronnyvengeance Nawwww thankies  Hopefully my convincing skills are great and I can get some nifty prizes for people ,4
Good news re job so fingers crossed! Just deciding what to wear then hittin beach. ,4
@Jemfyr THANK YOU so much for the #followfriday Have an Amazing Today!  ,4
"@thegreatdanaj I used to be on LinkedIn, but no one I know is on there, not past employers, colleagues, nor college peers. ",0
Ahhh.  channel 302 works so I can watch the race with Radio5 commentary... That'll do me... ,4
"i'm back on twitter.. over the weekend? hmm.. looked for a new place, got my left toe thumb dead.. ouch!! it still hurts right now..  ",0
@JstKdngButSrsly hey you should follow @scrowder - you'll like his style.  ,4
"@tweetninatweet zomg it's Nina  Welcome to twitter, and it's like facebook but only the updates bit!",4
@ErinAKAPink I might have to catch up with them tomorrow. Twitter about to go off for maintenance ,0
i wish i lived in america so i could see JONAS when it airs. ,0
@TabsSwitz im Sorry Tabs... I was Hella Distracted Being that Close to Hottness!!!!  I'll send Ya a Blank Text *Wink*,0
@_nixon  at least they aren't being allergic to peanuts hives... kill me now ,0
So upset i couldn't go to john mayer's show last night. Was only a few miles away but we were too tired. ,0
@rouxified STAB! my english is fine  ),0
@OweeW neither have i.. meh ohwell ,4
editing yet again. ,0
@David_Ogilvie Good afternoon and happy Sunday. Wassup?!  ,4
"@beakpie Congrats on the many, many wines. I am off to work ",0
@midnightstories Oh..this is great!  and I love the humor!  ,4
Oh noes. Is it today already?  ,0
@accordingtonina I wasn't too overly impressed with much on there though ,0
@sanchitm me wants the fourth season... ,0
Fmylife is the best thing ever ,4
@YoungQ awwwww sweet! Glad you found them ,4
This should be the last time I'll be twittering till my 'O' Levels. Bye peeps! ,4
@timewalk morning to you too joe ,4
I'm a pig today  cake? Samosas? Doughnut? Fml. I guess I have to talk to @AvenueSwank again since I need to bring it!,0
@noysmaykr yes this is me.. try to figure it out. so you can CHATWEET with us! ,4
@rhymeandreasons DMB on Today Show. ,4
Off to bed. Got a wedding to hoot tomorrow. 3:30 wakeup to drive to rocky mountain house area. ,0
Watching replay of Ks^KuroKy's chen. This is the first time to see him using a support hero. Maybe he's bored of carrying a game ,4
@RiskyBusinessMB i miss you too! today was so much fun thank you so much for doing all of that for free! amazing ,4
Cooking spam + rice for tomorrow's lunch  yay,4
Betos and I are having a lazy day today.  maaybe go watch a movie.,4
@Marley_Pants24 that doesn't help me much though!!! ,4
Broke a nail... and my bails are real  well at least they grow quick!,0
fun night!  it's gonna be a long day todayyyy,4
"It just hit me that I still haven't gotten over the fact, all though its been 3-4 weeks, that he's gone. ",0
I'm lovin' it. Ba da ba ba ba. ,4
@valeriechicola @stepvald10 my mom/sister are allergic  but once I move out I will,0
@invictusrai too late ,0
is in a superrrr badd mood. ,0
i get 4 hours of sleep tonight ,0
My new hairspray smells exactly like those bubblegum coins ,4
@mollymooface did you stalk me to twitter through facebook?? hehe  x,4
"@VividMuse As the loving care giver of 2 Golden Retrivers, I understand, and can tell you that they do calm down. Eventually. ",4
I wish the local VZW stores were listed on their career site.....I need a new job and doubt their hiring... ,0
NOT enjoying the good wheater in Holland because of schoolwork ,0
@Maximilus Anonymity is too hard to pronounce so it can be deemed overrated ,4
"has spent the day alone but waiting on others. Now to fit all the stuff she had to do into half an afternoon, and no sunny dog walk... ",0
o e o e o. ice ice ice. ie. brrrrr its cold in here ,0
I cant belive you out of all people would make fun of me! ,0
has been very busy ! Just finished perfomring in Titanic the Musical at the Gordon Craig Theatre ,4
@elliehazy heyy  lets see if this works...haha,4
"haven't watched tv in a few weeks. turned it on last nite, decided it was stupid, and turned it off. ",4
I'm soooo glad my mom joined Twitter.   Woot-Woot!!! ,4
Hi everyone my first morning in HNL anyone have some cultural tips for me to do? We're off to the beach today that's 4 sure  ttyl Neil,4
@elephantbird i actually hope you don't have those cereals there. when i come to europe i don't want to see a bunch of american stuff ,4
Blargh. The one thing about ordering equipment online is the ridiculous amount I pay for shipping. $180 for shipping  #fb,0
@paaaulaaac haha aww thank you  i think you're just the greatest person  i wish you went to school with me  it would make things,0
Getting ready to go to Ohio 4 the next 3 weeks.I am excited and nervous@the same time.I am salty that I missed Church this morning ,0
@ivrilider Now that's awesome! I wish I could be there.. Have a good night ,4
goin &quot;camping&quot; at bodega bay today and the next couple days ,4
@nany_micucci  I'm trying Micookie.. but this shit is so hard! and anyone is following me..! ,0
@flintgroupceo '984 days to go'  I like that ,4
did not have a good evening  I'm going to lose a tooth,0
"pissed. wanted to watch the dead weather play live over the net at 9 pm, signed up for an email reminder. never got it. missed it ",0
@chronomatic http://page6.auctions.yahoo.co.jp/jp/auction/f75413418 this one ,4
Awe. The state park in Chino Hills where Cait &amp; I hiked w/ girl scouts might be shutting down b/c of the budget crisis. ,0
@Daniel4is sorry about that. that's their website  : http://houseind.com @houseindustries,0
@SorenLorensen blooming typical! u come to Brissle I go to Bracknell  next time hon let me know x,0
That's a hard statement to make jess. Especially when everybody on here has a best dad. ,4
"geez, haven't put up a post in 8 days!  slackin'",0
hav sore foot   had to get 9 stitches,0
"Jesse awoke just as confused, but as the clouds of sleep faded from his mind he realized that today was a-kon. ",4
"Teaching chess at Hillsborough Primary School. I've been looking for my cell phone charger where I thought it was, and there it wasn't. ",0
"@logieo Hmmm, well, I'm sure I've paid that much in out of state tuition at UW. Fortunately grad school isn't costing me a whole lot ",4
"@Ambee789 it was awesome.... don't wanna go home  Met some intense &quot;salesmen&quot; in times square tonight, found some awesome shit in a random",0
@rodriguezequal Found out today and yup San diego.  I'll hook you up with the mani/pedi girl!,4
@PinkBerryGirl Glad you know @paula721. Both of you are great company to me ,4
&quot;YOUR GIRLFRIEND sooo fine.. SHAWTY gorgeous... SHE GORGEOUS!!!!!&quot; ,4
i didn't think i'd be this sad over slightly melted Pocky ,0
An infant bat has made our balcony its home ,4
@screensaver17 ï¿½35 on 18 months - daddy wouldn't pay it  sticking with the same phone for now. Debating buying a touch... make me.,0
@saraspivey I think i'm falling in love with you!!  xxx #iloveyou,4
still need to figure out how to reduce noise on the thermocouple interface ,0
Spent the night catching up with an old friend and making a new one ,4
@jamesndaisy probably did!  London air is crap ,0
On a surprise trip with my girls...I know where we're goin'!  ,4
Can't sleep  Where is the off button on this damned thing?,0
@twobeerqueers Spilled beer on the keyboard? Sneezed in the mic? ,4
@TamaraSchilling after a night of drinking I walk to my computer and I have a program called twiping and accidentally deleted all w/ an a ,0
maths exam at 11 ,0
@niceneer079 hell no....demi lovato is the bestest singer who ever lived....i luv her musikk!!! Buy her new album okay ,4
@MishkaOttawa oh I thought so! Have a good sleep. ,4
@RaraACTIVE OMG I LOVED IT!! what is gonna happen next?! ,4
i'm so obsessed with last night's winning song  aww bless  you would never guess he is 23  http://bit.ly/DnU5v,4
I am an empty nester now! ,0
"@kneedeep aw  thanks. i had word. but it was brief and not exactly what i was hoping for. but that's military life, right?",0
@theletterj1 Sleep is quite fantastic and I hope you get some as well. ,4
leaving tafe now but not going home yet. ,0
miss my bf a lot  not good. Lunch with besties + my favourite song writer at thai express restaurant. Yum yum yum,0
@collink *jealous* I'm still stuck in Columbus.  ,0
"No bread, jam or cerial in the cupboards this morning.  Sunny weekend = no shopping done ",0
wishes Zach have a nice &amp; safe journey to New York. Have fun &amp; don't forget your baby. ,4
@lajuliebird haha I appreciate the asking ,4
Someone bring me Taco Bell! ,0
trying to type and work with a very sore right shoulder ,0
Heelfuck=when you take ur highheels off and fuck ur pussy and/or ass with them!  I have the perfect pair of heels 2 do it tooFeels good,4
Why does it have to be cloudy! ,0
@ebonyeeee - No I didnt get your text.....  ,0
"@ptinsley Damn, that sucks.  I haven't loaded my library yet so haven't tested music commands.  You ruined my day ",0
@NemoIsBack  Scream! At the top of your lungs...  Keri &amp; Nicole was lookin good in that video. [no homo],4
Goodnight sweets. text me pwease  xo.,4
@JoshMalina I usually delete unreplied messages. lol. just said lego was the best toy ever ,4
I'm grounded til tomorrow. Sorry to anyone I made plans with.  It'll have to be tomorrow. (annoyed) http://plurk.com/p/x332r,0
"@twinkle47 morning, the sun is over here in Moscow ;)) we'll return later, it's kinda holiday today ",4
@LMRB Hahaha that is such a weird question. I just LOL'ed. I dont know where my face is but I miss it  I feel naked on Twitter without it,0
@IAMtheCOMMODORE sad you guys are leaving!! I didn't get the chance to see you  hopefully next tim! happy mothers day 2 ur mom!!!!!!,0
rain rain go away  seeing Andrew in 2 hourssss  x,4
Just found the awesome fathers day gift at tar-jay for my hubby. They have everything. Best buy doesn't open till 10am. Lost a sale. ,0
My brothers graduation tomorrow!! Can't believe it! ,4
im bored and no one else is awake ,0
@AlwayzBelieve CONGRATS to Nick on his black belt in Tae Kwon Do... U go proud Momma ,4
Is drinking a little with some friends  - got help spelling this!!!!!,4
@williedonut Cool Plucker's has some of the best hot wings ,4
"word is marlon brando gave him 25 cent . . . yeah , tha GODFATHER ",0
"@djdsf , same here  wouldn't it be cool if this iPod was a transformer? http://twitpic.com/61d27",4
"I have decided I have to see The Hangover. As in, today. Seeing as how the #1 movie I want to see is Up, but I'm waiting. ",4
@ashimagery  i hate rain.,0
PENS parade today! can't go bc of damn chemistry  kill me,0
"@MileyCyrus um, thats retorical. Of course. I have 15 ",4
@Luvly_Roxy sadly i have no weekend...i've been at work since 11am and i get out at 10...then i gotta go back to work tomorrow at 10am ,0
"wait, i forgot Chips Ahoy and Nutella journeying towards my mouth. whoopie!  best day of my week. ",4
@AlexAllTimeLow i hate you for not coming to perth ,4
@2Sugers i foooundd john  woooo !,4
@Alyssa_Milano Thank you! ,4
Oops! I meant @danc2005 wins @namecheap's latest round (1st placer already won). My bad. ,4
Damn hair gel hasn't lasted. Fluff zone.  @Benjimonicus reply to my text damnit!,0
"@bobbiandmike Sure, (seriously) I think you should try Tave. https://www.tavestudio.com  (Seriously!)",4
@JoLoPe I liked it.  Did you record it yourself?  If so you have a very soothing voice. ,4
I still have a lot on my mind and decisions to make. And yayyy my Philly bestie is back for good in NYC! I soo love that girl ,4
@ airport bar with @danmca drinking a double  Flight boards in 15. Hope dog &amp; cat aren't lonely. So happy to finally go on vacation (E3),4
God is good. Gave us a beautiful day! ,4
@raretealady it was defo not Oolong and I would not say we are friends maybe he is trying to convert me from La Fromagerie  great tea !,4
